Journey_ID,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Planned Journey Duration,Journey Status,Reason for Delay
5331,London Paddington,Reading,2024-02-13,16:15:00,17:15:00,17:15:00,60.0,On Time,
5332,London Paddington,Reading,2024-02-01,16:30:00,17:30:00,17:30:00,60.0,On Time,
5333,London St Pancras,Leicester,2024-01-31,18:45:00,19:45:00,19:45:00,60.0,On Time,
5334,London Kings Cross,York,2024-01-31,19:45:00,21:35:00,21:35:00,110.0,On Time,
5335,Liverpool Lime Street,Manchester Piccadilly,2024-01-31,19:45:00,20:15:00,20:15:00,30.0,On Time,
5336,London St Pancras,Birmingham New Street,2024-01-31,19:45:00,21:05:00,21:05:00,80.0,On Time,
5337,London St Pancras,Birmingham New Street,2024-02-07,17:00:00,18:20:00,18:20:00,80.0,On Time,
5338,London St Pancras,Birmingham New Street,2024-02-01,17:00:00,18:20:00,18:20:00,80.0,On Time,
5339,London Paddington,Reading,2024-01-31,20:00:00,21:00:00,21:00:00,60.0,On Time,
5340,London Euston,Birmingham New Street,2024-01-31,20:00:00,21:20:00,21:20:00,80.0,On Time,
5341,London Euston,Birmingham New Street,2024-02-06,17:00:00,18:20:00,18:20:00,80.0,On Time,
5342,London Euston,Manchester Piccadilly,2024-01-31,20:15:00,22:05:00,22:05:00,110.0,On Time,
5343,London Paddington,Reading,2024-01-31,20:15:00,21:15:00,21:15:00,60.0,On Time,
5344,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,20:15:00,20:45:00,20:45:00,30.0,On Time,
5345,London Euston,Birmingham New Street,2024-02-01,17:15:00,18:35:00,18:35:00,80.0,On Time,
5346,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,17:15:00,17:45:00,17:45:00,30.0,On Time,
5347,London Kings Cross,York,2024-02-01,17:15:00,19:05:00,19:05:00,110.0,On Time,
5348,London Euston,Birmingham New Street,2024-01-31,20:30:00,21:50:00,21:50:00,80.0,On Time,
5349,London St Pancras,Leicester,2024-02-01,18:45:00,19:45:00,19:45:00,60.0,On Time,
5350,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,18:00:00,18:30:00,18:30:00,30.0,On Time,
5351,London Euston,Birmingham New Street,2024-02-02,17:45:00,19:05:00,19:05:00,80.0,On Time,
5352,London Euston,Birmingham New Street,2024-01-31,21:00:00,22:20:00,22:20:00,80.0,On Time,
5353,London Paddington,Reading,2024-01-31,21:15:00,22:15:00,22:15:00,60.0,On Time,
5354,London Euston,Birmingham New Street,2024-01-31,21:15:00,22:35:00,,80.0,Cancelled,Signal Failure
5355,London Paddington,Reading,2024-02-01,18:15:00,19:15:00,19:15:00,60.0,On Time,
5356,London Euston,Birmingham New Street,2024-01-31,21:30:00,22:50:00,22:50:00,80.0,On Time,
5357,Liverpool Lime Street,Manchester Piccadilly,2024-01-31,21:30:00,22:00:00,22:00:00,30.0,On Time,
5358,London Paddington,Reading,2024-01-31,21:30:00,22:30:00,22:30:00,60.0,On Time,
5359,Birmingham New Street,Nuneaton,2024-02-01,18:45:00,19:05:00,19:05:00,20.0,On Time,
5360,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,18:45:00,19:15:00,19:15:00,30.0,On Time,
5361,London St Pancras,Birmingham New Street,2024-02-05,18:45:00,20:05:00,20:05:00,80.0,On Time,
5362,Liverpool Lime Street,Crewe,2024-02-02,18:45:00,19:20:00,19:20:00,35.0,On Time,
5363,Birmingham New Street,Tamworth,2024-02-01,18:45:00,19:05:00,19:05:00,20.0,On Time,
5364,London Kings Cross,York,2024-02-01,17:45:00,19:35:00,19:35:00,110.0,On Time,
5365,London Euston,Manchester Piccadilly,2024-02-02,18:45:00,20:35:00,20:35:00,110.0,On Time,
5366,London Kings Cross,York,2024-02-04,17:45:00,19:35:00,19:35:00,110.0,On Time,
5367,London St Pancras,Birmingham New Street,2024-01-31,22:00:00,23:20:00,23:20:00,80.0,On Time,
5368,London Kings Cross,York,2024-01-31,22:00:00,23:50:00,23:50:00,110.0,On Time,
5369,Liverpool Lime Street,Leeds,2024-02-01,19:00:00,20:30:00,20:30:00,90.0,On Time,
5370,London Kings Cross,York,2024-01-31,22:15:00,00:05:00,00:05:00,110.0,On Time,
5371,London Euston,Birmingham New Street,2024-01-31,22:15:00,23:35:00,23:35:00,80.0,On Time,
5372,London Euston,Birmingham New Street,2024-02-01,20:00:00,21:20:00,21:20:00,80.0,On Time,
5373,London St Pancras,Birmingham New Street,2024-02-08,20:30:00,21:50:00,21:50:00,80.0,On Time,
5374,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,21:30:00,22:00:00,22:00:00,30.0,On Time,
5375,London Paddington,Reading,2024-02-01,21:30:00,22:30:00,22:30:00,60.0,On Time,
5376,London Kings Cross,York,2024-02-01,00:30:00,02:20:00,02:20:00,110.0,On Time,
5377,London Kings Cross,York,2024-02-01,01:00:00,02:50:00,,110.0,Cancelled,Technical Issue
5378,London Kings Cross,York,2024-02-02,22:15:00,00:05:00,00:05:00,110.0,On Time,
5379,London Kings Cross,York,2024-02-01,22:15:00,00:05:00,00:05:00,110.0,On Time,
5380,Manchester Piccadilly,London Euston,2024-02-01,22:30:00,00:20:00,00:20:00,110.0,On Time,
5381,London Kings Cross,Edinburgh Waverley,2024-02-29,16:00:00,20:20:00,20:20:00,260.0,On Time,
5382,London St Pancras,Birmingham New Street,2024-02-01,01:45:00,03:05:00,03:05:00,80.0,On Time,
5383,London Kings Cross,Edinburgh Waverley,2024-02-23,16:00:00,20:20:00,20:20:00,260.0,On Time,
5384,Manchester Piccadilly,Nottingham,2024-02-01,02:00:00,03:00:00,,60.0,Cancelled,Signal Failure
5385,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,02:00:00,02:30:00,02:30:00,30.0,On Time,
5386,London Euston,Birmingham New Street,2024-02-01,23:30:00,00:50:00,00:50:00,80.0,On Time,
5387,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,23:30:00,00:00:00,00:00:00,30.0,On Time,
5388,Liverpool Lime Street,London Euston,2024-02-01,23:30:00,01:45:00,01:45:00,135.0,On Time,
5389,London Euston,Birmingham New Street,2024-02-02,23:45:00,01:05:00,01:05:00,80.0,On Time,
5390,Reading,London Paddington,2024-02-01,23:45:00,00:10:00,00:10:00,25.0,On Time,
5391,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,00:00:00,00:30:00,00:30:00,30.0,On Time,
5392,Manchester Piccadilly,Liverpool Lime Street,2024-02-09,00:00:00,00:30:00,00:30:00,30.0,On Time,
5393,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,03:15:00,03:45:00,03:45:00,30.0,On Time,
5394,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,00:15:00,00:45:00,00:45:00,30.0,On Time,
5395,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,00:45:00,01:15:00,01:15:00,30.0,On Time,
5396,London Euston,Birmingham New Street,2024-02-01,03:45:00,05:05:00,05:05:00,80.0,On Time,
5397,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,01:00:00,01:30:00,01:30:00,30.0,On Time,
5398,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,04:00:00,04:30:00,04:30:00,30.0,On Time,
5399,Birmingham New Street,London St Pancras,2024-02-01,04:30:00,05:50:00,05:50:00,80.0,On Time,
5400,London St Pancras,Birmingham New Street,2024-02-01,04:30:00,05:50:00,05:50:00,80.0,On Time,
5401,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,01:30:00,02:00:00,02:00:00,30.0,On Time,
5402,London Kings Cross,Liverpool Lime Street,2024-02-01,05:00:00,07:15:00,07:15:00,135.0,On Time,
5403,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,05:00:00,05:30:00,05:30:00,30.0,On Time,
5404,London Paddington,Reading,2024-02-02,02:00:00,03:00:00,03:00:00,60.0,On Time,
5405,London St Pancras,Birmingham New Street,2024-02-01,05:00:00,06:20:00,06:20:00,80.0,On Time,
5406,London Euston,Birmingham New Street,2024-02-09,02:15:00,03:35:00,03:35:00,80.0,On Time,
5407,London Euston,Birmingham New Street,2024-02-02,02:15:00,03:35:00,03:35:00,80.0,On Time,
5408,London Euston,Birmingham New Street,2024-02-01,05:15:00,06:35:00,06:35:00,80.0,On Time,
5409,London Euston,Manchester Piccadilly,2024-02-01,05:30:00,07:20:00,07:20:00,110.0,On Time,
5410,London St Pancras,Birmingham New Street,2024-02-02,02:45:00,04:05:00,04:05:00,80.0,On Time,
5411,London Kings Cross,York,2024-02-01,06:15:00,08:05:00,08:05:00,110.0,On Time,
5412,Reading,Didcot,2024-02-01,06:15:00,06:30:00,,15.0,Cancelled,Staffing
5413,London St Pancras,Birmingham New Street,2024-02-01,06:30:00,07:50:00,07:50:00,80.0,On Time,
5414,London Paddington,Reading,2024-02-01,06:30:00,07:30:00,07:30:00,60.0,On Time,
5415,London St Pancras,Wolverhampton,2024-02-01,06:30:00,08:00:00,08:00:00,90.0,On Time,
5416,Manchester Piccadilly,London Euston,2024-02-02,03:30:00,05:20:00,05:46:00,110.0,Delayed,Weather
5417,London Euston,Manchester Piccadilly,2024-02-01,06:30:00,08:20:00,08:20:00,110.0,On Time,
5418,London Euston,Birmingham New Street,2024-02-13,03:45:00,05:05:00,05:05:00,80.0,On Time,
5419,London Euston,Birmingham New Street,2024-02-02,04:15:00,05:35:00,05:35:00,80.0,On Time,
5420,Liverpool Lime Street,Manchester Piccadilly,2024-02-12,04:15:00,04:45:00,04:45:00,30.0,On Time,
5421,London Kings Cross,York,2024-02-01,07:15:00,09:05:00,09:05:00,110.0,On Time,
5422,Manchester Piccadilly,Liverpool Lime Street,2024-02-03,04:15:00,04:45:00,04:45:00,30.0,On Time,
5423,Reading,Swindon,2024-02-01,07:30:00,08:15:00,08:15:00,45.0,On Time,
5424,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,07:45:00,08:15:00,08:15:00,30.0,On Time,
5425,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,04:45:00,05:15:00,05:15:00,30.0,On Time,
5426,Birmingham New Street,Liverpool Lime Street,2024-02-01,08:00:00,09:30:00,09:30:00,90.0,On Time,
5427,London Paddington,Reading,2024-02-01,08:00:00,09:00:00,09:00:00,60.0,On Time,
5428,London Euston,Birmingham New Street,2024-02-01,08:15:00,09:35:00,09:35:00,80.0,On Time,
5429,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,05:45:00,06:15:00,06:28:00,30.0,Delayed,Signal Failure
5430,London Kings Cross,Liverpool Lime Street,2024-02-02,05:45:00,08:00:00,08:00:00,135.0,On Time,
5431,London Kings Cross,York,2024-02-02,06:00:00,07:50:00,07:50:00,110.0,On Time,
5432,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,06:00:00,06:30:00,06:30:00,30.0,On Time,
5433,London Kings Cross,York,2024-02-01,09:00:00,10:50:00,10:50:00,110.0,On Time,
5434,London Paddington,Reading,2024-02-02,06:15:00,07:15:00,07:15:00,60.0,On Time,
5435,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,09:15:00,09:45:00,09:45:00,30.0,On Time,
5436,Manchester Piccadilly,Liverpool Lime Street,2024-02-06,06:15:00,06:45:00,06:45:00,30.0,On Time,
5437,Birmingham New Street,London St Pancras,2024-02-06,06:30:00,07:50:00,07:50:00,80.0,On Time,
5438,London Euston,Birmingham New Street,2024-02-05,06:30:00,07:50:00,07:50:00,80.0,On Time,
5439,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,06:45:00,07:15:00,07:15:00,30.0,On Time,
5440,London St Pancras,Birmingham New Street,2024-02-02,06:45:00,08:05:00,08:05:00,80.0,On Time,
5441,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,09:45:00,10:15:00,10:15:00,30.0,On Time,
5442,London Paddington,Reading,2024-02-02,07:45:00,08:45:00,08:45:00,60.0,On Time,
5443,Liverpool Lime Street,Manchester Piccadilly,2024-02-11,06:45:00,07:15:00,07:15:00,30.0,On Time,
5444,London Paddington,Reading,2024-02-02,06:45:00,07:45:00,07:45:00,60.0,On Time,
5445,London Kings Cross,York,2024-02-01,09:45:00,11:35:00,11:35:00,110.0,On Time,
5446,Manchester Piccadilly,Liverpool Lime Street,2024-02-03,06:45:00,07:15:00,07:15:00,30.0,On Time,
5447,London Paddington,London Waterloo,2024-02-02,07:30:00,09:00:00,09:00:00,90.0,On Time,
5448,Reading,Swindon,2024-02-02,07:30:00,08:15:00,08:15:00,45.0,On Time,
5449,York,Peterborough,2024-02-02,07:30:00,08:40:00,08:40:00,70.0,On Time,
5450,London Euston,Birmingham New Street,2024-02-01,10:30:00,11:50:00,11:50:00,80.0,On Time,
5451,London Euston,Birmingham New Street,2024-02-01,09:45:00,11:05:00,11:05:00,80.0,On Time,
5452,London Kings Cross,York,2024-02-02,07:45:00,09:35:00,09:35:00,110.0,On Time,
5453,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,07:45:00,08:15:00,08:15:00,30.0,On Time,
5454,London Euston,Birmingham New Street,2024-02-01,11:00:00,12:20:00,13:05:00,80.0,Delayed,Staffing
5455,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,11:00:00,11:30:00,11:30:00,30.0,On Time,
5456,London Euston,Manchester Piccadilly,2024-02-02,08:00:00,09:50:00,09:50:00,110.0,On Time,
5457,London Kings Cross,York,2024-02-02,08:00:00,09:50:00,09:50:00,110.0,On Time,
5458,London St Pancras,Birmingham New Street,2024-02-02,08:00:00,09:20:00,09:20:00,80.0,On Time,
5459,London Euston,Birmingham New Street,2024-02-01,11:15:00,12:35:00,12:35:00,80.0,On Time,
5460,London Paddington,Reading,2024-02-08,08:30:00,09:30:00,09:30:00,60.0,On Time,
5461,London Euston,Birmingham New Street,2024-02-01,11:45:00,13:05:00,13:05:00,80.0,On Time,
5462,London Paddington,Reading,2024-02-02,08:45:00,09:45:00,09:45:00,60.0,On Time,
5463,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,11:45:00,12:15:00,12:15:00,30.0,On Time,
5464,London Paddington,Reading,2024-02-02,09:00:00,10:00:00,,60.0,Cancelled,Staffing
5465,London St Pancras,Birmingham New Street,2024-02-01,12:00:00,13:20:00,13:20:00,80.0,On Time,
5466,Manchester Piccadilly,Liverpool Lime Street,2024-02-11,09:00:00,09:30:00,09:30:00,30.0,On Time,
5467,London Euston,Birmingham New Street,2024-02-01,12:30:00,13:50:00,13:50:00,80.0,On Time,
5468,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,12:45:00,13:15:00,13:15:00,30.0,On Time,
5469,London Kings Cross,York,2024-02-01,13:00:00,14:50:00,14:50:00,110.0,On Time,
5470,Liverpool Lime Street,Birmingham New Street,2024-02-02,10:00:00,11:30:00,11:30:00,90.0,On Time,
5471,London Euston,Birmingham New Street,2024-02-02,10:15:00,11:35:00,11:35:00,80.0,On Time,
5472,London St Pancras,Birmingham New Street,2024-02-02,10:15:00,11:35:00,11:35:00,80.0,On Time,
5473,London St Pancras,Birmingham New Street,2024-02-02,10:30:00,11:50:00,11:50:00,80.0,On Time,
5474,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,10:30:00,11:00:00,11:00:00,30.0,On Time,
5475,London Euston,Birmingham New Street,2024-02-02,11:00:00,12:20:00,13:03:00,80.0,Delayed,Staffing
5476,York,Edinburgh,2024-02-02,11:00:00,13:30:00,13:30:00,150.0,On Time,
5477,London St Pancras,Birmingham New Street,2024-02-06,11:00:00,12:20:00,,80.0,Cancelled,Weather
5478,London St Pancras,Birmingham New Street,2024-02-02,11:00:00,12:20:00,12:20:00,80.0,On Time,
5479,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,11:00:00,11:30:00,11:30:00,30.0,On Time,
5480,London St Pancras,Birmingham New Street,2024-02-01,14:00:00,15:20:00,15:20:00,80.0,On Time,
5481,London Kings Cross,York,2024-02-01,14:30:00,16:20:00,16:20:00,110.0,On Time,
5482,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,14:30:00,15:00:00,15:00:00,30.0,On Time,
5483,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,14:45:00,15:15:00,,30.0,Cancelled,Weather
5484,Birmingham New Street,Reading,2024-02-01,14:45:00,16:15:00,16:15:00,90.0,On Time,
5485,London Paddington,Reading,2024-02-01,14:45:00,15:45:00,15:45:00,60.0,On Time,
5486,London St Pancras,Birmingham New Street,2024-02-02,11:45:00,13:05:00,13:05:00,80.0,On Time,
5487,London Kings Cross,York,2024-02-01,14:45:00,16:35:00,16:35:00,110.0,On Time,
5488,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,11:45:00,12:15:00,12:15:00,30.0,On Time,
5489,London St Pancras,Birmingham New Street,2024-02-08,12:00:00,13:20:00,13:20:00,80.0,On Time,
5490,Birmingham New Street,Liverpool Lime Street,2024-02-01,15:30:00,17:00:00,17:00:00,90.0,On Time,
5491,London Kings Cross,York,2024-02-01,16:15:00,18:05:00,18:05:00,110.0,On Time,
5492,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,13:30:00,14:00:00,14:00:00,30.0,On Time,
5493,Edinburgh Waverley,London Kings Cross,2024-02-01,15:30:00,19:50:00,20:07:00,260.0,Delayed,Staffing
5494,Liverpool Lime Street,Leeds,2024-02-01,16:30:00,18:00:00,18:00:00,90.0,On Time,
5495,London Kings Cross,York,2024-02-02,13:45:00,15:35:00,15:35:00,110.0,On Time,
5496,London Paddington,Reading,2024-02-02,14:00:00,15:00:00,15:00:00,60.0,On Time,
5497,London Paddington,Reading,2024-02-01,17:00:00,18:00:00,18:00:00,60.0,On Time,
5498,London St Pancras,Birmingham New Street,2024-02-01,17:15:00,18:35:00,18:35:00,80.0,On Time,
5499,London Euston,Birmingham New Street,2024-02-01,17:45:00,19:05:00,19:05:00,80.0,On Time,
5500,Birmingham New Street,Tamworth,2024-02-01,17:45:00,18:05:00,18:05:00,20.0,On Time,
5501,London St Pancras,Birmingham New Street,2024-02-02,14:30:00,15:50:00,15:50:00,80.0,On Time,
5502,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,14:45:00,15:15:00,15:15:00,30.0,On Time,
5503,London St Pancras,Birmingham New Street,2024-02-01,17:45:00,19:05:00,19:05:00,80.0,On Time,
5504,Birmingham New Street,Reading,2024-02-02,15:00:00,16:30:00,16:30:00,90.0,On Time,
5505,London Paddington,Reading,2024-02-02,15:00:00,16:00:00,16:58:00,60.0,Delayed,Technical Issue
5506,London Euston,Birmingham New Street,2024-02-01,18:30:00,19:50:00,19:50:00,80.0,On Time,
5507,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,18:30:00,19:00:00,19:00:00,30.0,On Time,
5508,London St Pancras,Birmingham New Street,2024-02-02,15:30:00,16:50:00,16:50:00,80.0,On Time,
5509,Birmingham New Street,York,2024-02-01,18:30:00,20:15:00,20:15:00,105.0,On Time,
5510,Liverpool Lime Street,London Euston,2024-02-01,18:30:00,20:45:00,20:45:00,135.0,On Time,
5511,Birmingham New Street,Liverpool Lime Street,2024-02-02,15:45:00,17:15:00,17:15:00,90.0,On Time,
5512,London St Pancras,Birmingham New Street,2024-02-01,18:45:00,20:05:00,20:05:00,80.0,On Time,
5513,Liverpool Lime Street,Crewe,2024-02-01,18:45:00,19:20:00,19:20:00,35.0,On Time,
5514,London Euston,Birmingham New Street,2024-02-02,15:45:00,17:05:00,17:05:00,80.0,On Time,
5515,London Kings Cross,York,2024-02-02,16:00:00,17:50:00,17:50:00,110.0,On Time,
5516,London St Pancras,Birmingham New Street,2024-02-01,19:00:00,20:20:00,20:20:00,80.0,On Time,
5517,London Euston,Birmingham New Street,2024-02-02,16:15:00,17:35:00,17:35:00,80.0,On Time,
5518,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,16:15:00,16:45:00,16:45:00,30.0,On Time,
5519,London St Pancras,Leicester,2024-02-02,16:15:00,17:15:00,17:15:00,60.0,On Time,
5520,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,16:15:00,16:45:00,16:45:00,30.0,On Time,
5521,London St Pancras,Birmingham New Street,2024-02-02,17:00:00,18:20:00,18:20:00,80.0,On Time,
5522,London Euston,Birmingham New Street,2024-02-02,17:00:00,18:20:00,18:20:00,80.0,On Time,
5523,London Kings Cross,York,2024-02-02,17:15:00,19:05:00,19:05:00,110.0,On Time,
5524,London Kings Cross,York,2024-02-18,17:15:00,19:05:00,19:05:00,110.0,On Time,
5525,London Paddington,Reading,2024-02-01,20:15:00,21:15:00,21:15:00,60.0,On Time,
5526,London St Pancras,Leicester,2024-02-06,18:45:00,19:45:00,19:45:00,60.0,On Time,
5527,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,18:45:00,19:15:00,19:15:00,30.0,On Time,
5528,London St Pancras,Birmingham New Street,2024-02-02,17:45:00,19:05:00,19:05:00,80.0,On Time,
5529,London St Pancras,Birmingham New Street,2024-02-02,18:00:00,19:20:00,19:20:00,80.0,On Time,
5530,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,18:00:00,18:30:00,18:30:00,30.0,On Time,
5531,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,17:45:00,18:15:00,19:13:00,30.0,Delayed,Technical Issue
5532,Reading,Liverpool Lime Street,2024-02-02,18:15:00,20:45:00,20:45:00,150.0,On Time,
5533,Liverpool Lime Street,London Euston,2024-02-02,18:30:00,20:45:00,20:45:00,135.0,On Time,
5534,London St Pancras,Birmingham New Street,2024-02-02,18:45:00,20:05:00,,80.0,Cancelled,Signal Failure
5535,Birmingham New Street,Stafford,2024-02-05,17:45:00,18:15:00,18:15:00,30.0,On Time,
5536,London Paddington,Reading,2024-02-04,18:45:00,19:45:00,19:45:00,60.0,On Time,
5537,Birmingham New Street,Nuneaton,2024-02-02,18:45:00,19:05:00,,20.0,Cancelled,Weather
5538,London Kings Cross,York,2024-02-17,17:45:00,19:35:00,19:35:00,110.0,On Time,
5539,Liverpool Lime Street,Manchester Piccadilly,2024-02-01,22:00:00,22:30:00,22:30:00,30.0,On Time,
5540,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,19:15:00,19:45:00,19:45:00,30.0,On Time,
5541,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,19:45:00,20:15:00,20:15:00,30.0,On Time,
5542,London Kings Cross,York,2024-02-02,19:45:00,21:35:00,21:35:00,110.0,On Time,
5543,Birmingham New Street,London Euston,2024-02-02,20:00:00,21:20:00,21:20:00,80.0,On Time,
5544,London Euston,Manchester Piccadilly,2024-02-02,20:15:00,22:05:00,22:05:00,110.0,On Time,
5545,London Euston,Birmingham New Street,2024-02-02,20:30:00,21:50:00,21:50:00,80.0,On Time,
5546,London Euston,Birmingham New Street,2024-02-09,21:00:00,22:20:00,22:20:00,80.0,On Time,
5547,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,21:30:00,22:00:00,22:00:00,30.0,On Time,
5548,London St Pancras,Birmingham New Street,2024-02-02,22:00:00,23:20:00,23:20:00,80.0,On Time,
5549,London Paddington,Reading,2024-02-02,22:00:00,23:00:00,23:00:00,60.0,On Time,
5550,London Euston,Manchester Piccadilly,2024-02-02,22:15:00,00:05:00,00:05:00,110.0,On Time,
5551,Manchester Piccadilly,London Euston,2024-02-04,22:30:00,00:20:00,00:20:00,110.0,On Time,
5552,London Euston,Manchester Piccadilly,2024-02-03,22:30:00,00:20:00,00:20:00,110.0,On Time,
5553,London Kings Cross,Edinburgh Waverley,2024-02-04,16:00:00,20:20:00,20:20:00,260.0,On Time,
5554,London Paddington,Reading,2024-02-03,22:45:00,23:45:00,23:45:00,60.0,On Time,
5555,York,Durham,2024-02-02,01:45:00,02:35:00,02:35:00,50.0,On Time,
5556,Oxford,Bristol Temple Meads,2024-02-02,01:45:00,03:00:00,03:00:00,75.0,On Time,
5557,Manchester Piccadilly,Nottingham,2024-02-02,02:00:00,03:00:00,03:00:00,60.0,On Time,
5558,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,02:00:00,02:30:00,02:30:00,30.0,On Time,
5559,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,02:30:00,03:00:00,03:00:00,30.0,On Time,
5560,London Euston,Birmingham New Street,2024-02-28,23:30:00,00:50:00,00:50:00,80.0,On Time,
5561,London Euston,Birmingham New Street,2024-02-07,23:30:00,00:50:00,00:50:00,80.0,On Time,
5562,Liverpool Lime Street,Manchester Piccadilly,2024-02-03,23:30:00,00:00:00,00:00:00,30.0,On Time,
5563,London Paddington,Reading,2024-02-20,23:45:00,00:45:00,00:45:00,60.0,On Time,
5564,York,Durham,2024-02-03,23:45:00,00:35:00,00:35:00,50.0,On Time,
5565,London Euston,Birmingham New Street,2024-02-13,23:45:00,01:05:00,01:05:00,80.0,On Time,
5566,York,Durham,2024-02-02,23:45:00,00:35:00,00:35:00,50.0,On Time,
5567,London Kings Cross,York,2024-02-02,23:45:00,01:35:00,01:35:00,110.0,On Time,
5568,London Paddington,Reading,2024-02-27,23:45:00,00:45:00,00:45:00,60.0,On Time,
5569,York,Durham,2024-02-14,23:45:00,00:35:00,00:35:00,50.0,On Time,
5570,Liverpool Lime Street,Manchester Piccadilly,2024-02-08,00:00:00,00:30:00,00:30:00,30.0,On Time,
5571,London Euston,York,2024-02-03,00:00:00,01:50:00,02:30:00,110.0,Delayed,Signal Failure
5572,London St Pancras,Birmingham New Street,2024-02-03,00:00:00,01:20:00,01:20:00,80.0,On Time,
5573,York,Durham,2024-02-12,00:00:00,00:50:00,00:50:00,50.0,On Time,
5574,Liverpool Lime Street,Manchester Piccadilly,2024-02-03,00:00:00,00:30:00,,30.0,Cancelled,Signal Failure
5575,Manchester Piccadilly,Liverpool Lime Street,2024-02-22,00:00:00,00:30:00,00:30:00,30.0,On Time,
5576,Manchester Piccadilly,Liverpool Lime Street,2024-02-13,00:00:00,00:30:00,00:30:00,30.0,On Time,
5577,Liverpool Lime Street,Manchester Piccadilly,2024-02-29,00:00:00,00:30:00,00:30:00,30.0,On Time,
5578,Birmingham New Street,London St Pancras,2024-02-03,00:15:00,01:35:00,01:35:00,80.0,On Time,
5579,Birmingham New Street,London St Pancras,2024-02-09,00:15:00,01:35:00,01:35:00,80.0,On Time,
5580,Liverpool Lime Street,Manchester Piccadilly,2024-02-03,00:15:00,00:45:00,00:45:00,30.0,On Time,
5581,London St Pancras,Birmingham New Street,2024-02-28,00:30:00,01:50:00,01:50:00,80.0,On Time,
5582,Liverpool Lime Street,Manchester Piccadilly,2024-02-25,00:30:00,01:00:00,01:00:00,30.0,On Time,
5583,York,Durham,2024-02-02,03:30:00,04:20:00,04:35:00,50.0,Delayed,Weather
5584,Liverpool Lime Street,Manchester Piccadilly,2024-02-06,00:30:00,01:00:00,01:00:00,30.0,On Time,
5585,London Kings Cross,York,2024-02-20,00:30:00,02:20:00,02:20:00,110.0,On Time,
5586,Liverpool Lime Street,Manchester Piccadilly,2024-02-26,01:00:00,01:30:00,01:30:00,30.0,On Time,
5587,Liverpool Lime Street,Manchester Piccadilly,2024-02-03,01:15:00,01:45:00,01:45:00,30.0,On Time,
5588,Manchester Piccadilly,Liverpool Lime Street,2024-02-05,01:30:00,02:00:00,02:00:00,30.0,On Time,
5589,Liverpool Lime Street,Manchester Piccadilly,2024-02-08,01:30:00,02:00:00,02:00:00,30.0,On Time,
5590,London Kings Cross,York,2024-02-02,04:30:00,06:20:00,06:20:00,110.0,On Time,
5591,London Paddington,Reading,2024-02-02,04:30:00,05:30:00,05:30:00,60.0,On Time,
5592,Liverpool Lime Street,Manchester Piccadilly,2024-02-12,01:30:00,02:00:00,02:00:00,30.0,On Time,
5593,Manchester Piccadilly,Liverpool Lime Street,2024-02-03,01:30:00,02:00:00,02:00:00,30.0,On Time,
