Transaction ID,Journey_ID,Ticket_ID,Refund_ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Price,Price Category,Actual Journey Duration,Delay (Minutes)
86e30a81-c3dd-4844-9035,4460,3,1,2024-01-26,20:31:39,Station,Credit Card,No Railcard,10,Low,80.0,0.0
5c95f7c1-a7c3-4db3-bed0,4461,1,1,2024-01-26,20:32:48,Station,Credit Card,No Railcard,13,Low,60.0,0.0
e0eb8b74-989c-4575-be68,4462,1,1,2024-01-26,20:33:52,Station,Credit Card,No Railcard,5,Low,30.0,0.0
7782c5fe-0b07-4954-bc59,4463,1,1,2024-01-26,20:34:29,Station,Credit Card,No Railcard,5,Low,30.0,0.0
97468253-589b-42ed-96ee,4464,3,1,2024-01-26,20:38:19,Station,Contactless,No Railcard,53,High,110.0,0.0
a10acbf8-00aa-4dee-b5fc,4288,3,1,2024-01-26,20:45:37,Station,Credit Card,No Railcard,10,Low,80.0,0.0
03b3d238-f0e5-4585-9a7c,4465,2,1,2024-01-26,20:49:02,Station,Credit Card,No Railcard,10,Low,30.0,0.0
0fb6f87b-1fb9-427e-8aab,4466,1,1,2024-01-26,20:49:03,Station,Credit Card,No Railcard,3,Low,30.0,0.0
a2511327-8fcd-4abf-bc11,4466,1,1,2024-01-26,20:54:32,Station,Credit Card,No Railcard,3,Low,30.0,0.0
0fd7cebf-32ff-467d-b2b4,4289,3,1,2024-01-26,20:58:33,Station,Credit Card,No Railcard,53,High,110.0,0.0
f9e7efc2-19ea-414c-9587,4467,3,1,2024-01-26,20:58:45,Station,Credit Card,Adult,84,High,110.0,0.0
32029b69-124f-493a-a4f1,4468,1,1,2024-01-26,21:34:06,Station,Credit Card,No Railcard,13,Low,60.0,0.0
98ca2af1-66f4-43c4-9d80,4469,1,1,2024-01-26,21:34:29,Online,Credit Card,No Railcard,8,Low,80.0,0.0
deef9f01-698d-4b51-b7f2,4468,1,1,2024-01-26,21:38:34,Station,Credit Card,No Railcard,13,Low,60.0,0.0
432db581-73cd-46fa-a094,4470,1,1,2024-01-26,21:56:54,Online,Credit Card,No Railcard,3,Low,30.0,0.0
c3372ba7-a2fc-4424-a0dc,4471,1,1,2024-01-26,22:14:32,Station,Contactless,Adult,2,Low,30.0,0.0
8932bd38-bb82-40dd-89f1,4472,1,1,2024-01-26,22:34:01,Online,Contactless,Adult,2,Low,30.0,0.0
a1ad409b-02d2-40b9-b22f,4473,1,1,2024-01-26,23:00:15,Online,Contactless,Adult,48,Medium,110.0,0.0
e9dbbb32-25ef-491d-a9a7,4474,1,1,2024-01-26,23:05:16,Online,Credit Card,No Railcard,7,Low,80.0,0.0
988cfb09-fcea-4afe-8ffa,4475,2,1,2024-01-26,23:31:02,Online,Credit Card,No Railcard,10,Low,30.0,0.0
f7eaafd3-a73e-4cc7-8923,4476,1,1,2024-01-26,23:36:21,Station,Credit Card,No Railcard,13,Low,60.0,0.0
1eb9dcab-3c07-4f42-b42c,4477,1,1,2024-01-26,23:41:40,Online,Contactless,No Railcard,7,Low,80.0,0.0
5644db4a-4e42-4153-ae3a,4478,2,1,2024-01-26,23:55:48,Station,Credit Card,Adult,72,High,110.0,0.0
b637e73c-eb0e-416d-b634,4479,1,1,2024-01-26,23:57:45,Station,Credit Card,No Railcard,35,Medium,110.0,0.0
fbbe22de-258c-4cd3-afc4,4480,1,1,2024-01-27,00:01:48,Station,Contactless,Adult,7,Low,90.0,0.0
1ef0ab6f-93e3-4f19-a822,4481,3,1,2024-01-27,00:04:08,Station,Credit Card,Adult,17,Low,75.0,0.0
e604a63d-0855-490e-9512,4480,1,1,2024-01-27,00:08:17,Station,Contactless,Adult,7,Low,90.0,0.0
168aa936-cdeb-47d0-98a9,4482,1,1,2024-01-27,00:11:03,Station,Credit Card,Adult,56,High,110.0,0.0
f66faa67-1bdb-48f7-abce,4483,3,1,2024-01-27,00:23:00,Station,Credit Card,Adult,76,High,135.0,0.0
0c690f71-7370-43a1-8262,4484,1,1,2024-01-27,00:26:31,Online,Contactless,Disabled,24,Medium,260.0,0.0
cc298a57-4062-48ff-a37f,4485,3,1,2024-01-27,00:29:56,Online,Contactless,No Railcard,11,Low,50.0,0.0
ca2f34da-039a-4216-8e7e,4314,3,1,2024-01-27,00:33:33,Online,Credit Card,No Railcard,5,Low,30.0,0.0
9b46d985-60a8-41fb-ade2,4316,3,1,2024-01-27,00:48:57,Station,Credit Card,Disabled,7,Low,80.0,0.0
0077f046-4e81-4853-bedc,4317,3,1,2024-01-27,00:50:02,Online,Credit Card,No Railcard,5,Low,30.0,0.0
cf29e50e-6bf9-4d4f-abf0,4486,1,1,2024-01-27,01:00:36,Station,Credit Card,No Railcard,13,Low,60.0,0.0
5eeba46e-251d-4b07-9b4d,4487,3,1,2024-01-27,01:04:12,Online,Credit Card,No Railcard,113,Very High,135.0,0.0
79246d63-14ef-4448-84b9,4488,1,1,2024-01-27,01:19:26,Online,Contactless,Disabled,5,Low,50.0,0.0
262cb4be-c307-40d0-84c9,4489,3,1,2024-01-27,01:23:19,Online,Credit Card,Senior,7,Low,80.0,0.0
890a4e66-ec89-43d9-bd54,4490,3,1,2024-01-27,01:28:45,Online,Contactless,No Railcard,53,High,110.0,0.0
92666685-144b-4d0a-8cc4,4491,1,1,2024-01-27,01:32:15,Station,Contactless,No Railcard,84,High,110.0,0.0
e084282d-faf4-4ebb-9bc3,4492,1,1,2024-01-27,01:56:38,Station,Credit Card,Adult,56,High,110.0,0.0
4e901b8f-bcbd-484b-a346,4493,1,1,2024-01-27,02:07:57,Station,Contactless,No Railcard,3,Low,30.0,0.0
0b06357e-7798-4762-9524,4494,1,1,2024-01-27,02:11:30,Online,Contactless,No Railcard,35,Medium,110.0,0.0
db429d1e-91ea-4902-852d,4495,1,1,2024-01-27,02:33:42,Online,Contactless,No Railcard,3,Low,30.0,0.0
0049a301-57d8-4827-95cd,4496,3,1,2024-01-27,02:42:05,Online,Contactless,No Railcard,53,High,110.0,0.0
2d50c1b1-c9a5-4495-93b8,4334,3,1,2024-01-27,02:57:39,Station,Contactless,Disabled,3,Low,30.0,0.0
6451eb9b-6713-4443-9507,4497,2,1,2024-01-27,03:01:32,Online,Contactless,Disabled,36,Medium,80.0,0.0
318ac9e1-c4bc-44df-93e4,4498,1,1,2024-01-27,03:08:15,Online,Contactless,Disabled,2,Low,30.0,0.0
37bed85d-ac06-4bc3-a4c2,4499,3,1,2024-01-27,03:09:25,Online,Credit Card,No Railcard,33,Medium,80.0,0.0
26cc092e-e29c-4e8b-b7d5,4500,1,1,2024-01-27,03:17:40,Station,Credit Card,No Railcard,8,Low,80.0,0.0
faa51576-f8a0-4a0e-bdee,4501,3,1,2024-01-27,03:31:42,Online,Contactless,No Railcard,4,Low,30.0,0.0
e646db2f-1b81-4a81-a47c,4345,3,1,2024-01-27,03:37:04,Station,Contactless,No Railcard,53,High,110.0,0.0
087fd040-6a33-4d1f-90ed,4502,1,1,2024-01-27,03:41:04,Online,Credit Card,No Railcard,12,Low,60.0,0.0
170b514b-00a5-48aa-8293,4503,3,1,2024-01-27,04:21:18,Online,Credit Card,No Railcard,19,Low,60.0,0.0
0b184865-95b2-4688-b5a3,4504,1,1,2024-01-27,04:21:18,Station,Contactless,No Railcard,35,Medium,110.0,0.0
d359b96c-4c57-49b4-80f4,4505,1,2,2024-01-27,04:24:04,Online,Credit Card,No Railcard,3,Low,,
1638af0f-e65c-4f6c-84f3,4504,1,1,2024-01-27,04:26:15,Station,Credit Card,No Railcard,35,Medium,110.0,0.0
d6a52969-f043-4b77-aa30,4506,3,1,2024-01-27,04:33:57,Online,Contactless,No Railcard,4,Low,30.0,0.0
20c5577f-3649-4d0f-9296,4507,6,1,2024-01-27,04:37:36,Station,Credit Card,Disabled,10,Low,30.0,0.0
8694fb03-d3e3-43b3-b7cf,4508,3,1,2024-01-27,04:48:08,Online,Credit Card,No Railcard,10,Low,80.0,0.0
b70a3a01-b1c6-423d-8b44,4509,3,1,2024-01-27,04:55:44,Online,Debit Card,Senior,13,Low,60.0,0.0
0d456bec-8884-4200-aecf,4510,3,1,2024-01-27,05:00:34,Online,Credit Card,No Railcard,8,Low,75.0,45.0
a92a5224-f37a-4caf-9c42,4355,3,1,2024-01-27,05:01:48,Online,Credit Card,No Railcard,10,Low,80.0,0.0
15d4c0c2-9ad6-4d8f-8a93,4353,3,1,2024-01-27,05:06:22,Online,Credit Card,Disabled,22,Medium,80.0,0.0
554fb100-6169-474b-8c7b,4354,3,1,2024-01-27,05:06:38,Online,Credit Card,No Railcard,4,Low,30.0,0.0
2e2964e0-34f2-4656-b2a3,4358,3,2,2024-01-27,05:07:38,Online,Debit Card,No Railcard,107,Very High,,
e1457269-8c93-4549-a354,4510,3,1,2024-01-27,05:08:13,Online,Credit Card,Disabled,5,Low,75.0,45.0
66965f4e-50e4-4e25-b301,4511,1,1,2024-01-27,05:09:16,Station,Credit Card,No Railcard,84,High,135.0,25.0
b66304ca-43d6-4f21-be80,4353,3,1,2024-01-27,05:10:23,Online,Credit Card,Disabled,22,Medium,80.0,0.0
b4daaf66-6973-4a95-86dd,4512,3,1,2024-01-27,05:12:48,Station,Credit Card,No Railcard,12,Low,80.0,0.0
89ac999e-1808-40b7-b2ef,4513,6,1,2024-01-27,05:16:33,Online,Credit Card,No Railcard,80,High,80.0,0.0
b26c3d39-b9ec-44ea-b3e0,4514,1,1,2024-01-27,05:16:50,Online,Contactless,No Railcard,35,Medium,110.0,0.0
ccd40e9f-5d7f-46b4-be92,4513,3,1,2024-01-27,05:17:02,Online,Credit Card,No Railcard,12,Low,80.0,0.0
e307e3ab-4023-4940-a044,4515,6,1,2024-01-27,05:36:48,Station,Contactless,Adult,10,Low,30.0,0.0
f232e475-d7ab-4b9a-b7ac,4516,3,1,2024-01-27,05:45:00,Online,Contactless,No Railcard,10,Low,80.0,0.0
52989b1d-a05d-4ea6-9fd9,4517,1,1,2024-01-27,05:51:06,Station,Contactless,Disabled,2,Low,30.0,0.0
2e7cd447-1982-4abd-81e9,4368,6,1,2024-01-27,06:07:33,Online,Credit Card,No Railcard,86,High,110.0,0.0
303c0e83-1e8b-44b7-bfdc,4518,1,1,2024-01-27,06:08:20,Online,Credit Card,No Railcard,22,Medium,80.0,0.0
cf980383-93da-4df3-8cd9,4519,1,1,2024-01-27,06:08:27,Online,Credit Card,No Railcard,13,Low,60.0,0.0
26e56118-3a25-40d8-ba66,4368,6,1,2024-01-27,06:11:07,Online,Credit Card,No Railcard,86,High,110.0,0.0
1f17ec58-2d06-4412-9357,4520,6,1,2024-01-27,06:11:33,Online,Credit Card,No Railcard,70,High,70.0,0.0
fcd90a34-719a-4253-90b7,4521,3,1,2024-01-27,06:12:55,Online,Credit Card,No Railcard,14,Low,45.0,0.0
2c78a8b4-ee16-4461-ad88,4520,3,1,2024-01-27,06:14:35,Online,Credit Card,No Railcard,50,Medium,70.0,0.0
e0f429b6-bc0f-4a46-9398,4370,3,1,2024-01-27,06:31:40,Station,Credit Card,No Railcard,113,Very High,195.0,60.0
e18329b8-e354-4f56-8253,4370,3,1,2024-01-27,06:32:04,Station,Credit Card,No Railcard,113,Very High,195.0,60.0
03ea9b52-edc7-4064-86a4,4370,3,1,2024-01-27,06:32:14,Station,Credit Card,No Railcard,113,Very High,195.0,60.0
212062db-d1e5-41b8-b98a,4522,6,1,2024-01-27,06:32:46,Online,Credit Card,Adult,10,Low,30.0,0.0
74037705-ec52-45fb-9d8d,4370,3,1,2024-01-27,06:35:51,Station,Credit Card,No Railcard,113,Very High,195.0,60.0
b093f67c-9852-48c3-871f,4523,3,1,2024-01-27,06:37:10,Station,Credit Card,No Railcard,31,Medium,110.0,30.0
317f9ea9-f5c6-4af4-8641,4370,3,1,2024-01-27,06:37:20,Station,Credit Card,No Railcard,113,Very High,195.0,60.0
c3a910cc-b7ee-44d1-894a,4524,1,1,2024-01-27,06:38:51,Online,Contactless,Adult,6,Low,75.0,0.0
77108c54-0648-46e5-aef3,4525,3,1,2024-01-27,06:41:22,Online,Credit Card,Adult,71,High,110.0,0.0
d123e5b0-26fa-4449-aef5,4526,6,1,2024-01-27,06:42:48,Station,Credit Card,No Railcard,200,Very High,164.0,54.0
fa9c7160-3a89-42b7-a0c6,4370,3,1,2024-01-27,06:43:28,Station,Credit Card,No Railcard,113,Very High,195.0,60.0
2a4a2e67-c861-457a-972f,4527,1,1,2024-01-27,06:44:20,Station,Contactless,No Railcard,35,Medium,110.0,0.0
93b4eb86-9d28-4f51-b026,4375,3,1,2024-01-27,06:51:37,Online,Credit Card,No Railcard,10,Low,80.0,0.0
a9d9317d-ab9f-4b20-b15a,4528,3,1,2024-01-27,06:56:09,Online,Contactless,Adult,35,Medium,110.0,0.0
0c2d36b9-2514-4ea8-bb3f,4361,3,1,2024-01-27,07:16:52,Online,Credit Card,No Railcard,26,Medium,90.0,0.0
ccba4268-41d0-42e3-9c20,4529,3,1,2024-01-27,07:17:00,Online,Contactless,No Railcard,19,Low,60.0,0.0
ce3d9d7e-f4fc-48f4-bf2b,4361,3,1,2024-01-27,07:26:25,Online,Credit Card,No Railcard,26,Medium,90.0,0.0
7c2585d8-e3dd-4b8f-a2e0,4362,3,1,2024-01-27,07:26:59,Online,Credit Card,No Railcard,19,Low,60.0,0.0
79d3ac3c-3d58-4090-8f85,4361,3,1,2024-01-27,07:28:35,Online,Credit Card,No Railcard,26,Medium,90.0,0.0
cff01439-984b-4f34-8226,4530,2,1,2024-01-27,07:36:41,Online,Contactless,No Railcard,57,High,110.0,0.0
c945b211-dc04-486e-9d65,4531,3,1,2024-01-27,07:37:50,Online,Debit Card,Senior,8,Low,80.0,0.0
e52f610a-bee9-40c5-82c2,4532,3,1,2024-01-27,07:38:04,Online,Contactless,No Railcard,19,Low,60.0,0.0
18fad753-2d6c-4dde-ba39,4533,1,1,2024-01-27,07:45:36,Online,Credit Card,Senior,2,Low,30.0,0.0
8a5b52eb-cb45-4560-be73,4534,3,1,2024-01-27,07:46:01,Online,Contactless,Senior,3,Low,58.0,28.0
123bc7e9-3821-45d2-b639,4535,1,1,2024-01-27,07:49:24,Online,Debit Card,Senior,8,Low,60.0,0.0
7b2e6e20-fd00-4f7d-97be,4533,1,1,2024-01-27,07:51:30,Online,Credit Card,Senior,2,Low,30.0,0.0
5284b998-628d-4c60-b06e,4534,3,1,2024-01-27,07:52:30,Online,Contactless,Senior,3,Low,58.0,28.0
455de1a3-2bcd-4393-af93,4534,3,1,2024-01-27,07:55:32,Online,Contactless,Senior,3,Low,58.0,28.0
d815ad42-115d-4799-94f7,4534,3,1,2024-01-27,07:57:44,Online,Debit Card,Adult,3,Low,58.0,28.0
8e8c8d7e-eda4-42ef-97f0,4534,3,1,2024-01-27,07:59:01,Online,Contactless,Senior,3,Low,58.0,28.0
5ee92686-38f5-4e2a-96cb,4536,3,1,2024-01-27,08:03:42,Online,Contactless,No Railcard,4,Low,30.0,0.0
7af8bda7-ea16-4c5c-b93e,4537,2,1,2024-01-27,08:04:11,Online,Credit Card,Disabled,39,Medium,80.0,0.0
a6267654-fd08-42ce-a1e5,4538,1,1,2024-01-27,08:04:16,Online,Credit Card,Disabled,4,Low,80.0,50.0
918256a3-b0c8-41f5-8344,4539,1,1,2024-01-27,08:04:25,Online,Credit Card,No Railcard,8,Low,80.0,0.0
a8a411d6-e5bf-4bd4-8c89,4538,2,1,2024-01-27,08:04:52,Online,Credit Card,No Railcard,11,Low,80.0,50.0
2dad2c55-6305-4214-af39,4540,1,1,2024-01-27,08:05:31,Online,Credit Card,Disabled,8,Low,60.0,0.0
9c3b14b6-bd59-47f3-9e3a,4537,1,1,2024-01-27,08:09:23,Online,Credit Card,Disabled,15,Low,80.0,0.0
056d9b1b-6054-4dd3-a972,4541,1,1,2024-01-27,08:11:31,Online,Credit Card,Disabled,21,Medium,90.0,0.0
b1539d9d-f8b2-4ccf-8888,4537,1,1,2024-01-27,08:11:41,Online,Credit Card,Disabled,15,Low,80.0,0.0
8c6a8e18-9983-4d7c-acf7,4542,1,1,2024-01-27,08:11:42,Online,Credit Card,Adult,4,Low,80.0,0.0
a061bba5-bd7b-4aa2-9b37,4542,1,1,2024-01-27,08:13:03,Online,Credit Card,No Railcard,7,Low,80.0,0.0
b64933b5-764a-4a3f-a868,4543,1,1,2024-01-27,08:13:45,Station,Contactless,No Railcard,7,Low,80.0,0.0
44a99ae0-4cf2-4501-af4e,4544,1,1,2024-01-27,08:17:03,Online,Credit Card,No Railcard,3,Low,30.0,0.0
3ebd15e4-bb3c-4824-8ecc,4545,2,1,2024-01-27,08:20:59,Online,Credit Card,No Railcard,27,Medium,60.0,0.0
c7e01be9-a71b-4414-a60a,4546,1,1,2024-01-27,08:23:43,Online,Contactless,No Railcard,8,Low,80.0,0.0
ae8afa6c-f537-4c64-b2f9,4547,2,1,2024-01-27,08:23:52,Online,Credit Card,No Railcard,10,Low,,
14852e4e-d13c-4e10-9498,4545,1,1,2024-01-27,08:23:54,Online,Credit Card,No Railcard,13,Low,60.0,0.0
ff86ae4d-0469-4e86-bd58,4545,1,1,2024-01-27,08:25:33,Online,Credit Card,No Railcard,13,Low,60.0,0.0
b9bcfbf1-b6bf-4666-893b,4548,3,1,2024-01-27,08:35:06,Online,Credit Card,No Railcard,35,Medium,90.0,0.0
7d081487-6d64-41a8-980f,4549,1,1,2024-01-27,08:40:41,Online,Contactless,Adult,11,Low,75.0,0.0
b1429b58-ea98-4304-bcf5,4550,2,1,2024-01-27,09:00:12,Online,Credit Card,No Railcard,30,Medium,,
fcea9181-3dad-401c-a47e,4551,1,1,2024-01-27,09:05:06,Online,Credit Card,No Railcard,7,Low,80.0,0.0
d88d857f-a40c-4670-a991,4552,1,1,2024-01-27,09:05:27,Online,Credit Card,No Railcard,35,Medium,110.0,0.0
14f941c2-8e62-4b44-ab97,4553,1,1,2024-01-27,09:07:16,Online,Credit Card,No Railcard,34,Medium,70.0,0.0
8d58aba0-1312-46cc-9102,4552,1,1,2024-01-27,09:09:39,Online,Credit Card,No Railcard,35,Medium,110.0,0.0
9d10030d-0349-436e-b56b,4554,1,1,2024-01-27,09:12:36,Online,Credit Card,No Railcard,5,Low,25.0,0.0
3022de3f-078e-4dc3-9cff,4552,1,1,2024-01-27,09:12:36,Online,Credit Card,No Railcard,35,Medium,110.0,0.0
10f8284e-c866-4419-a697,4555,1,1,2024-01-27,09:12:50,Station,Contactless,No Railcard,3,Low,30.0,0.0
9622bc36-0008-4f64-aa65,4553,1,1,2024-01-27,09:13:21,Online,Credit Card,No Railcard,34,Medium,70.0,0.0
5d2e4884-7a3e-40b9-9588,4389,3,1,2024-01-27,09:30:27,Station,Contactless,No Railcard,5,Low,30.0,0.0
91807cd5-1b86-4c3f-a0dc,4556,1,1,2024-01-27,09:34:47,Station,Credit Card,No Railcard,76,High,162.0,27.0
0b00335d-9b29-4606-abb4,4557,3,1,2024-01-27,09:35:38,Station,Contactless,No Railcard,4,Low,205.0,175.0
a2bff053-2845-4b21-a6f9,4558,3,1,2024-01-27,09:36:26,Online,Contactless,No Railcard,26,Medium,75.0,0.0
05fbca53-b400-4729-bd4d,4556,1,1,2024-01-27,09:36:34,Station,Credit Card,No Railcard,76,High,162.0,27.0
a55dffb9-1536-4b9e-801a,4559,1,1,2024-01-27,09:37:15,Station,Contactless,No Railcard,35,Medium,110.0,0.0
46af3b33-11b0-4ebe-8282,4556,1,1,2024-01-27,09:37:26,Station,Credit Card,No Railcard,76,High,162.0,27.0
eb6a84ad-67b1-4040-a10c,4556,2,1,2024-01-27,09:38:17,Station,Credit Card,No Railcard,118,Very High,162.0,27.0
7452cf9a-e3d1-4147-b128,4560,3,1,2024-01-27,09:39:52,Station,Credit Card,Adult,24,Medium,150.0,0.0
8c908a77-c2ba-4ee4-bc6a,4390,3,1,2024-01-27,09:39:58,Online,Contactless,No Railcard,12,Low,80.0,0.0
51028640-452f-480f-9fe7,4557,3,1,2024-01-27,09:42:34,Station,Contactless,No Railcard,4,Low,205.0,175.0
8b893ae8-ee08-4064-bc02,4556,2,1,2024-01-27,09:42:56,Station,Credit Card,No Railcard,118,Very High,162.0,27.0
c4161ec8-7968-4863-90de,4393,3,1,2024-01-27,10:17:01,Online,Contactless,No Railcard,12,Low,80.0,0.0
549b554c-5492-46d4-a777,4561,3,1,2024-01-27,10:20:36,Online,Credit Card,No Railcard,10,Low,80.0,0.0
03bc8941-70bb-4c69-b0c1,4562,1,1,2024-01-27,10:21:45,Station,Contactless,Disabled,23,Medium,110.0,0.0
7dd71b94-0124-4f9a-9c1d,4563,2,1,2024-01-27,10:22:35,Station,Contactless,No Railcard,10,Low,30.0,0.0
57d33dbb-d516-496c-a0bd,4564,1,1,2024-01-27,10:30:16,Online,Contactless,No Railcard,13,Low,60.0,0.0
11bf3f42-8dfa-4ca4-90b8,4565,6,1,2024-01-27,10:30:25,Online,Contactless,No Railcard,14,Low,30.0,0.0
37412904-b2c0-4298-9756,4566,1,1,2024-01-27,10:37:58,Station,Contactless,Adult,6,Low,205.0,160.0
e77efc85-ccc2-4579-b023,4567,3,1,2024-01-27,10:43:02,Online,Credit Card,No Railcard,128,Very High,135.0,0.0
23d6f9de-07f7-4d45-92a0,4565,3,1,2024-01-27,10:44:25,Online,Credit Card,Disabled,3,Low,30.0,0.0
208d6f28-a3d6-4613-9e01,4565,6,1,2024-01-27,10:44:59,Online,Credit Card,Disabled,10,Low,30.0,0.0
00fcdf05-a203-41e5-ad08,4568,1,1,2024-01-27,10:47:17,Online,Contactless,Senior,2,Low,74.0,44.0
c2f6a3b1-1f2b-4ff0-ba3e,4568,1,1,2024-01-27,10:48:17,Online,Debit Card,Adult,2,Low,74.0,44.0
34cd02bc-f7e4-4590-95c4,4569,3,1,2024-01-27,10:52:13,Station,Contactless,Adult,35,Medium,110.0,0.0
22da4493-0d39-4b08-8415,4568,1,1,2024-01-27,10:53:11,Online,Contactless,Adult,2,Low,74.0,44.0
59d6d479-9db6-451c-981a,4570,1,1,2024-01-27,10:56:21,Online,Contactless,No Railcard,13,Low,60.0,0.0
b3499152-ad91-4b1c-84b4,4402,6,1,2024-01-27,11:31:50,Online,Contactless,No Railcard,86,High,110.0,0.0
6107e22f-8af1-47ed-929c,4571,3,1,2024-01-27,11:35:42,Online,Contactless,No Railcard,10,Low,80.0,0.0
848ff6ca-ba03-448e-8193,4572,1,2,2024-01-27,11:47:00,Station,Credit Card,No Railcard,77,High,,
12fbe2df-4dcf-48eb-98f6,4573,3,1,2024-01-27,11:50:35,Online,Credit Card,No Railcard,10,Low,80.0,0.0
b65cf17e-6542-4f2b-bcc7,4574,3,1,2024-01-27,11:52:36,Station,Contactless,Senior,3,Low,30.0,0.0
e66440e1-d2bc-4d5c-bffb,4573,3,1,2024-01-27,11:54:32,Station,Contactless,No Railcard,10,Low,80.0,0.0
9541f425-a35e-435f-8a35,4575,2,2,2024-01-27,11:57:03,Station,Debit Card,Adult,19,Low,94.0,14.0
3823e4c4-e737-42c5-b738,4576,1,1,2024-01-27,12:00:43,Station,Contactless,No Railcard,35,Medium,110.0,0.0
b3572961-24be-47bf-8598,4577,3,1,2024-01-27,12:06:36,Online,Contactless,Adult,8,Low,80.0,0.0
5331e65c-bc16-48d1-ace2,4578,3,1,2024-01-27,12:07:46,Station,Contactless,Senior,3,Low,30.0,0.0
83118636-42a8-4dbd-b112,4579,1,1,2024-01-27,12:38:44,Station,Contactless,No Railcard,3,Low,121.0,91.0
403c99a7-dabb-4f3c-a456,4580,1,1,2024-01-27,12:39:53,Online,Contactless,No Railcard,17,Low,75.0,0.0
f7550c29-00bd-4488-a3ba,4581,6,1,2024-01-27,12:40:34,Station,Credit Card,No Railcard,41,Medium,60.0,0.0
334a6e1f-9520-44d2-a11c,4582,1,1,2024-01-27,12:53:28,Station,Credit Card,No Railcard,3,Low,30.0,0.0
a179f245-8130-4099-b6fa,4583,2,1,2024-01-27,12:55:58,Online,Credit Card,Adult,7,Low,64.0,34.0
8f503a0d-85a9-4563-8e5b,4584,1,1,2024-01-27,13:23:42,Online,Credit Card,Senior,23,Medium,110.0,0.0
e04a6c59-e962-49e7-8c06,4585,3,1,2024-01-27,13:30:51,Station,Credit Card,No Railcard,19,Low,60.0,0.0
a444a06a-8a5b-4933-b135,4586,1,1,2024-01-27,13:35:00,Online,Contactless,Adult,6,Low,45.0,0.0
7630a158-010f-43b7-8ea5,4585,3,1,2024-01-27,13:38:02,Online,Contactless,Senior,13,Low,60.0,0.0
a688f241-6a47-4a12-9aa7,4587,1,1,2024-01-27,14:04:27,Online,Contactless,No Railcard,3,Low,30.0,0.0
a9a0d437-4b50-41ae-9445,4587,1,1,2024-01-27,14:08:48,Online,Contactless,No Railcard,3,Low,30.0,0.0
5fca643f-a7eb-4ab4-a31b,4588,3,1,2024-01-27,14:11:19,Station,Contactless,No Railcard,19,Low,25.0,0.0
64c6ce4f-e73b-46b5-b627,4589,1,1,2024-01-27,14:12:15,Online,Credit Card,Adult,5,Low,80.0,0.0
4fc1a9d7-7231-45ca-a184,4590,2,1,2024-01-27,14:22:33,Online,Credit Card,No Railcard,27,Medium,60.0,0.0
1f74d1c1-67dd-4eba-832c,4591,3,1,2024-01-27,14:22:41,Station,Contactless,No Railcard,4,Low,30.0,0.0
bdef7902-8198-40c1-b167,4592,3,1,2024-01-27,14:23:14,Online,Credit Card,Disabled,7,Low,80.0,0.0
2f74f46a-e668-4586-9660,4592,3,1,2024-01-27,14:24:02,Online,Credit Card,Disabled,7,Low,80.0,0.0
9e52f35b-76ed-4c4c-894a,4592,6,1,2024-01-27,14:24:14,Online,Credit Card,Disabled,52,High,80.0,0.0
a5e18ed1-1e0c-4f6a-bffd,4591,3,1,2024-01-27,14:25:16,Station,Contactless,No Railcard,4,Low,30.0,0.0
c11aa9d8-4b37-4003-9f70,4426,3,1,2024-01-27,14:27:52,Station,Contactless,No Railcard,53,High,110.0,0.0
aed59c3b-147a-43f4-aaa7,4430,6,1,2024-01-27,14:30:39,Station,Debit Card,Disabled,52,High,80.0,0.0
67a3cbe5-62e5-48d1-a5a4,4430,3,1,2024-01-27,14:34:01,Station,Credit Card,Adult,7,Low,80.0,0.0
d76d560f-0cfa-40f4-b9d6,4430,3,1,2024-01-27,14:34:28,Station,Credit Card,Adult,7,Low,80.0,0.0
c6e7931b-94ca-4603-8ff6,4430,3,1,2024-01-27,14:35:09,Station,Debit Card,Adult,7,Low,80.0,0.0
22578fe7-39d3-433b-9fe5,4430,3,1,2024-01-27,14:37:19,Station,Debit Card,Disabled,7,Low,80.0,0.0
6710e92b-d43d-467b-9713,4430,3,1,2024-01-27,14:43:00,Station,Credit Card,Adult,7,Low,80.0,0.0
095b3246-75bb-4821-ba6c,4593,1,1,2024-01-27,14:50:15,Station,Contactless,Senior,2,Low,30.0,0.0
d1699439-a8d4-44a0-8725,4434,3,1,2024-01-27,14:55:58,Online,Contactless,No Railcard,53,High,110.0,0.0
212a1c99-694d-43bb-b55d,4594,3,1,2024-01-27,14:58:10,Online,Contactless,Adult,2,Low,30.0,0.0
14967049-2c11-4ec5-be93,4593,1,1,2024-01-27,14:59:01,Station,Contactless,Senior,2,Low,30.0,0.0
951a5ef5-288b-47d1-b81b,4594,3,1,2024-01-27,14:59:06,Online,Contactless,Adult,2,Low,30.0,0.0
42f7a8da-1628-4978-ac71,4595,3,2,2024-01-27,15:11:16,Station,Debit Card,No Railcard,126,Very High,128.0,18.0
f7ea1f56-4a3c-49b1-8ab1,4596,1,1,2024-01-27,15:11:31,Station,Contactless,No Railcard,13,Low,60.0,0.0
f033e540-8692-4dd6-9b28,4597,3,1,2024-01-27,15:11:55,Station,Contactless,No Railcard,53,High,110.0,0.0
